date,sku,brand,title,price,winner_merchant,sellers_count,rating,review_count,question_count,minimum_price_30d,url
2026-09-14,HBCV0000AI08HL,U.S. Polo Assn.,U.S. Polo Assn. Kadın Beyaz Spor Ayakkabı 50313799-VR034,5999.95,U.S. Polo Assn.,1,4.7,55,55,2159.98,https://www.hepsiburada.com/u-s-polo-assn-kadin-beyaz-spor-ayakkabi-50313799-vr034-p-HBCV0000AI08HL
2026-09-14,HBCV0000CDNCXW,Lumberjack,Lumberjack Calvert 6fx Siyah Erkek Sneaker,2196.99,FLO,2,5,6,6,1397.59,https://www.hepsiburada.com/lumberjack-calvert-6fx-siyah-erkek-sneaker-p-HBCV0000CDNCXW
2026-09-14,HBCV0000CYCMS9,Lumberjack,Lumberjack Calvert 6fx Beyaz Erkek Sneaker,2396.99,FLO,2,5,6,6,1677.89,https://www.hepsiburada.com/lumberjack-calvert-6fx-beyaz-erkek-sneaker-p-HBCV0000CYCMS9
2026-09-14,HBCV00007YZJXW,Ispartalılar,Ispartalılar 4310 Tam Ortopedik Taban Erkek Spor Ayakkabı Yazlık Hafif Eva Taban Günlük Erkek Spor Ayakkabı,1099,AYAKKABİBURADA,1,4.5,173,173,824.25,https://www.hepsiburada.com/ispartalilar-4310-tam-ortopedik-taban-erkek-spor-ayakkabi-yazlik-hafif-eva-taban-gunluk-erkek-spor-ayakkabi-p-HBCV00007YZJXW
2026-09-14,HBCV00007YZIMG,Ispartalılar,Ispartalılar 4310 Tam Ortopedik Taban Erkek Spor Ayakkabı Yazlık Hafif Eva Taban Günlük Erkek Spor Ayakkabı,1099,AYAKKABİBURADA,1,4.5,173,173,824.25,https://www.hepsiburada.com/ispartalilar-4310-tam-ortopedik-taban-erkek-spor-ayakkabi-yazlik-hafif-eva-taban-gunluk-erkek-spor-ayakkabi-p-HBCV00007YZIMG
2026-09-14,HBCV00007YZNFO,Ispartalılar,Ispartalılar 4310 Tam Ortopedik Taban Erkek Spor Ayakkabı Yazlık Hafif Eva Taban Günlük Erkek Spor Ayakkabı,1099,AYAKKABİBURADA,1,4.5,173,173,824.25,https://www.hepsiburada.com/ispartalilar-4310-tam-ortopedik-taban-erkek-spor-ayakkabi-yazlik-hafif-eva-taban-gunluk-erkek-spor-ayakkabi-p-HBCV00007YZNFO
2026-09-14,HBCV00008F0H5S,Reebok,Reebok Lumberjack Sword Sıyah Erkek Spor Ayakkabı,1999.99,DKSSTORE,1,5,3,3,1399.99,https://www.hepsiburada.com/reebok-lumberjack-sword-siyah-erkek-spor-ayakkabi-pm-HBC00008F0H5R
2026-09-14,HBCV0000DUHYTD,Dockers by Gerli,Dockers By Gerli Harrıson Lacivert Erkek Spor Ayakkabı,2896.99,FLO,2,4.2,13,13,1723.71,https://www.hepsiburada.com/dockers-by-gerli-harrison-lacivert-erkek-spor-ayakkabi-p-HBCV0000DUHYTD
2026-09-14,HBCV0000DUHZ3Y,Dockers by Gerli,Dockers By Gerli Harrıson Haki Erkek Spor Ayakkabı,2896.99,FLO,3,4.2,13,13,2027.89,https://www.hepsiburada.com/dockers-by-gerli-harrison-haki-erkek-spor-ayakkabi-p-HBCV0000DUHZ3Y
2026-09-14,HBCV00004O8DCI,Lumberjack,Lumberjack Pol Pu Kadın Beyaz Sneaker,2199,Solerind&Store,7,4.5,81,81,1869.15,https://www.hepsiburada.com/lumberjack-pol-pu-kadin-beyaz-sneaker-p-HBCV00004O8DCI
2026-09-14,HBCV0000C8A2HH,Nautica,Nautica Erkek Beyaz Sneaker.1bw,2699.4,Occasion,1,5,9,9,1889.58,https://www.hepsiburada.com/nautica-erkek-beyaz-sneaker-1bw-p-HBCV0000C8A2HH
2026-09-14,HBCV0000C8GPDK,Nautica,Nautica Erkek Lacivert Sneaker.4nv,2699.4,Occasion,1,5,9,9,1889.58,https://www.hepsiburada.com/nautica-erkek-lacivert-sneaker-4nv-p-HBCV0000C8GPDK
2026-09-14,HBCV0000C8GNVZ,Nautica,Nautica Erkek Gri Sneaker.0gv,2699.4,Occasion,1,5,9,9,2699.4,https://www.hepsiburada.com/nautica-erkek-gri-sneaker-0gv-p-HBCV0000C8GNVZ
2026-09-14,HBCV0000CVCH3M,Nautica,Nautica Erkek Siyah Sneaker.0tb,2249.5,Occasion,1,3.9,10,10,1799.6,https://www.hepsiburada.com/nautica-erkek-siyah-sneaker-0tb-p-HBCV0000CVCH3M
2026-09-14,HBCV0000CVCIAI,Nautica,Nautica Erkek Mavi Sneaker.4tm,2699.4,Occasion,1,3.9,10,10,1754.61,https://www.hepsiburada.com/nautica-erkek-mavi-sneaker-4tm-p-HBCV0000CVCIAI
2026-09-14,HBCV0000CVCLBD,Nautica,Nautica Erkek Gri Sneaker.0gv,2699.4,Occasion,1,3.9,10,10,1754.61,https://www.hepsiburada.com/nautica-erkek-gri-sneaker-0gv-p-HBCV0000CVCLBD
2026-09-14,HBCV0000DFS1Z2,Greyder,Greyder Erkek Mavi Günlük Spor Ayakkabı 6Y1SA18140,5199.9,GREYDER,1,5,4,4,5199.9,https://www.hepsiburada.com/greyder-erkek-mavi-gunluk-spor-ayakkabi-6y1sa18140-p-HBCV0000DFS1Z2
2026-09-14,HBCV0000DMZDO6,Greyder,Greyder Erkek Siyah Günlük Spor Ayakkabı 6Y1SA18140,5199.9,GREYDER,1,5,4,4,5199.9,https://www.hepsiburada.com/greyder-erkek-siyah-gunluk-spor-ayakkabi-6y1sa18140-p-HBCV0000DMZDO6
2026-09-14,HBCV0000DFS2CA,Greyder,Greyder Erkek Yeşil Günlük Spor Ayakkabı 6Y1SA18140,5199.9,GREYDER,1,5,4,4,5199.9,https://www.hepsiburada.com/greyder-erkek-yesil-gunluk-spor-ayakkabi-6y1sa18140-p-HBCV0000DFS2CA
2026-09-14,HBCV0000DFS1XS,Greyder,Greyder Erkek Vizon Günlük Spor Ayakkabı 6Y1SA18140,5199.9,GREYDER,1,5,4,4,5199.9,https://www.hepsiburada.com/greyder-erkek-vizon-gunluk-spor-ayakkabi-6y1sa18140-p-HBCV0000DFS1XS
2026-09-14,HBCV000069I0BN,Lacoste,Lacoste Sport Elite Active Erkek Siyah Sneaker 746SMA0123 075,6367,Lacoste,1,4.3,45,45,6367,https://www.hepsiburada.com/lacoste-sport-elite-active-erkek-siyah-sneaker-746sma0123-075-pm-HBC000069I0BM
